Accession,Protein Function,V-Score,Log10[Hit Number],Database Origin
VOG31724,sp|P20201|B129_SSV1 Uncharacterized protein B-129,0.13,1.113943352,VOG
VOG32757,sp|Q5UP21|YL262_MIMIV Uncharacterized protein L262,0.13,1.113943352,VOG
VOG03984,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG33794,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG28816,REFSEQ zinc-ribbon domain-containing protein,0.13,1.113943352,VOG
VOG31741,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG27528,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG02395,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG27234,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG29589,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG00929,REFSEQ matrix,0.13,1.113943352,VOG
VOG29883,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG27540,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG28877,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG28584,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG01988,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG28898,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG30790,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG26573,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG24801,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG24806,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG25858,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG24816,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG25863,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG25886,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG24845,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG25890,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG24268,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG22802,REFSEQ hypothetical protein 1,0.13,1.113943352,VOG
VOG23842,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18007,REFSEQ Glo,0.13,1.113943352,VOG
VOG24891,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG21810,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG20205,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG21233,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG19637,sp|Q5UQG9|YR816_MIMIV Uncharacterized protein R816,0.13,1.113943352,VOG
VOG18902,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG20801,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG17302,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG17309,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18920,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG17606,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG17313,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG19662,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18051,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG17326,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG17328,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG22893,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18367,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18369,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG21582,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG19392,REFSEQ aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,0.13,1.113943352,VOG
VOG21590,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG17640,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16309,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG17062,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG17945,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16035,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16338,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18997,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG17098,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16922,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16642,REFSEQ gp60,0.13,1.113943352,VOG
VOG17696,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG15332,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG15045,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG14327,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG14043,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG14640,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG14363,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG12603,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG12316,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG15697,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG15992,sp|P20212|C84_SSV1 Uncharacterized protein C-84,0.13,1.113943352,VOG
VOG09401,REFSEQ Hsp70 heat shock protein,0.13,1.113943352,VOG
VOG14972,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG12334,sp|Q9XJR5|P8_BPPM2 Protein P8,0.13,1.113943352,VOG
VOG13363,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG11315,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG12636,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG12345,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG09717,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG11611,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG09143,REFSEQ membrane protein,0.13,1.113943352,VOG
VOG09155,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG11355,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG11061,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG08149,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG07100,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG37806,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG37514,sp|Q5UQV5|YR369_MIMIV Uncharacterized protein R369,0.13,1.113943352,VOG
VOG09185,sp|B8XTP8|POLG_COSAA Genome polyprotein,0.13,1.113943352,VOG
VOG10915,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG08749,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG10048,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG37235,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG10638,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG11975,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG11681,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG10058,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG11396,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG07715,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG11692,REFSEQ gp254,0.13,1.113943352,VOG
VOG36228,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG36229,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG07146,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG36521,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG08486,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG10073,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG36236,REFSEQ gp141,0.13,1.113943352,VOG
VOG06411,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG10370,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG36532,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG37858,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG37566,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05109,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06131,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG10966,REFSEQ DNA binding domain protein,0.13,1.113943352,VOG
VOG08792,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06136,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06138,sp|Q197B1|049R_IIV3 Uncharacterized protein 049R,0.13,1.113943352,VOG
VOG06142,REFSEQ Cyanophycin synthetase incomplete domain containing protein,0.13,1.113943352,VOG
VOG10680,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG36553,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG37875,sp|Q3V4U0|Y545_ATV Putative transmembrane protein ORF545,0.13,1.113943352,VOG
VOG07762,sp|P20199|A79_SSV1 Uncharacterized protein A-79,0.13,1.113943352,VOG
VOG07779,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05141,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG07787,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06760,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG04127,sp|Q6RJQ3|UL141_HCMVM Protein UL141,0.13,1.113943352,VOG
VOG35854,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06489,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05176,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03703,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03414,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03418,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03123,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG33510,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG33814,sp|P0C798|PHOSP_BDV1 Phosphoprotein,0.13,1.113943352,VOG
VOG04166,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG04170,sp|F5HE05|US02_HCMVM Unique short US2 glycoprotein,0.13,1.113943352,VOG
VOG33531,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG33833,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG04183,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG02117,sp|Q0PI71|VG27_EMARV Uncharacterized 27 kDa protein,0.13,1.113943352,VOG
VOG03167,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG04192,sp|Q91PQ3|ORF3_TTVD1 Uncharacterized ORF3 protein,0.13,1.113943352,VOG
VOG02413,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03184,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03775,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG31811,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG29335,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03782,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG30215,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG30217,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG31243,REFSEQ neck protein,0.13,1.113943352,VOG
VOG29050,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG28610,sp|Q5UPX8|YL234_MIMIV Uncharacterized protein L234,0.13,1.113943352,VOG
VOG31253,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG33896,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG00715,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG31278,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG02483,sp|A7WNB0|PP3_DMSVA Protein PP3,0.13,1.113943352,VOG
VOG26001,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG28357,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG31280,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG26013,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG29398,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG29698,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG27645,REFSEQ endotype 6-aminohexanoat-oligomer hydrolase,0.13,1.113943352,VOG
VOG01193,sp|P39510|ARN_BPT4 Anti-restriction endonuclease,0.13,1.113943352,VOG
VOG27355,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG25011,REFSEQ 056R,0.13,1.113943352,VOG
VOG28399,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG26632,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG27387,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG27979,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG25043,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG26663,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG26381,REFSEQ hypothetical protein 2,0.13,1.113943352,VOG
VOG24601,REFSEQ membrane protein,0.13,1.113943352,VOG
VOG24607,sp|P04869|TGB2_BSMV Movement protein TGB2,0.13,1.113943352,VOG
VOG24021,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG24908,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG25950,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG25089,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG25670,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG25385,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG24630,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG25973,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG24359,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG22026,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG23360,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG19417,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG24698,REFSEQ nucleoprotein,0.13,1.113943352,VOG
VOG23082,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG22350,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG21620,sp|Q5UR77|YL631_MIMIV Uncharacterized protein L631,0.13,1.113943352,VOG
VOG21621,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG23396,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG19444,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG21059,sp|Q89914|MVP_SYNV Movement protein,0.13,1.113943352,VOG
VOG21653,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18443,REFSEQ o-spanin,0.13,1.113943352,VOG
VOG21668,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG19479,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18747,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG17138,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG19485,REFSEQ gp55,0.13,1.113943352,VOG
VOG19491,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG21689,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG18470,REFSEQ JMJC domain protein,0.13,1.113943352,VOG
VOG18190,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG17171,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16718,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG15409,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16145,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16168,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG15720,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16763,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16767,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16478,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG16793,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG15777,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG13138,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG14469,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG15496,sp|A8MXY4|ZNF99_HUMAN Zinc finger protein 99,0.13,1.113943352,VOG
VOG14179,sp|Q5UPZ4|YL310_MIMIV Uncharacterized protein L310,0.13,1.113943352,VOG
VOG13733,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG14471,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG14771,sp|P03767|NIND_LAMBD Protein ninD,0.13,1.113943352,VOG
VOG13764,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG13480,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG11434,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG38028,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG37000,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG38031,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG11454,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG09268,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG12481,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG11755,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG37605,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG37317,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG12495,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG37030,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG07504,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG07801,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG37929,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG07234,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG09896,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG37659,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06800,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG07254,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG37661,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06811,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG08891,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG07265,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05213,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG36943,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG34302,sp|O57285|PHOSP_SENDO Phosphoprotein,0.13,1.113943352,VOG
VOG36079,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06541,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG35923,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06554,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG35062,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG36388,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05829,sp|P62765|STP_BPT4 T4 Suppressor of prr,0.13,1.113943352,VOG
VOG07884,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG34919,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG04223,sp|A0A097SRX3|3004L_ASFB7 Protein MGF 300-4L,0.13,1.113943352,VOG
VOG04225,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05258,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG33009,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG04818,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG04231,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG35964,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03220,sp|Q196Y9|VF259_IIV3 Uncharacterized protein 071L,0.13,1.113943352,VOG
VOG33900,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06892,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG06898,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG35981,REFSEQ hol-like chemotaxis,0.13,1.113943352,VOG
VOG34373,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG34374,sp|D3WAD0|GP12_BPLP2 Chaperone protein gp12,0.13,1.113943352,VOG
VOG04842,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG04844,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03238,REFSEQ p6,0.13,1.113943352,VOG
VOG03538,sp|Q914K6|Y024_SIFVH Uncharacterized protein 24,0.13,1.113943352,VOG
VOG03539,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG05880,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG04270,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG34688,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG33059,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03254,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG32030,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG03849,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG29403,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG29111,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG32335,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG02517,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG31600,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG29712,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG32931,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG31614,sp|P68601|PG050_VACCC Protein OPG050,0.13,1.113943352,VOG
VOG32939,sp|Q5UQ54|YL712_MIMIV Uncharacterized protein L712,0.13,1.113943352,VOG
VOG32645,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG32354,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG32946,REFSEQ glycosyltransferase,0.13,1.113943352,VOG
VOG30013,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG01808,REFSEQ goF mRNA metabolism modulator,0.13,1.113943352,VOG
VOG02256,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG30310,sp|P20205|B78_SSV1 Uncharacterized protein B-78,0.13,1.113943352,VOG
VOG02849,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG01531,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG30919,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG02273,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG29755,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG28434,REFSEQ cobalamin adenosyltransferase,0.13,1.113943352,VOG
VOG29756,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG32683,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG29170,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG27120,sp|O72142|NCAP_EBOZ5 Nucleoprotein,0.13,1.113943352,VOG
VOG32692,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG27423,sp|Q9XJR6|P3_BPPM2 Protein P3,0.13,1.113943352,VOG
VOG26103,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG29770,REFSEQ DNA-binding protein,0.13,1.113943352,VOG
VOG32995,REFSEQ hypothetical protein,0.13,1.113943352,VOG
VOG01859,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG28752,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG31681,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG01282,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG26121,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG28477,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG30378,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG26718,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG26133,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG00567,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG26730,REFSEQ membrane protein,0.12,1.079181246,VOG
VOG25128,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG26450,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG27488,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG27190,REFSEQ glycosyltransferase,0.12,1.079181246,VOG
VOG27496,REFSEQ BcepNY3gp41,0.12,1.079181246,VOG
VOG24103,REFSEQ gp49,0.12,1.079181246,VOG
VOG24406,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG24410,sp|Q5UQF6|YL490_MIMIV Uncharacterized protein L490,0.12,1.079181246,VOG
VOG24124,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG24713,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG24144,REFSEQ hypothetical protein,0.12,1.079181246,VOG
VOG25780,REFSEQ hypothetical protein,0.12,1.079181246,VOG
