#ncbi_accession	source_identifier	label	sequence_cutoff	domain_cutoff	hmm_length	family_type	for_structural_annotation	for_naming	for_AMRFinder	product_name	gene_symbol	gene_synonyms	ec_numbers	go_terms	pmids	taxonomic_range	taxonomic_range_name	taxonomic_rank_name	n_refseq_protein_hits	source	name_orig	hmm_name	comment
NF049686.1	PF24283.1	DUF7471	27	27	86	subfamily	Y	Y	N	DUF7471 family protein						28890	Methanobacteriota	phylum	688	EBI-EMBL	Family of unknown function (DUF7471)	DUF7471 family protein	This family includes a group of short proteins from archaea. (from Pfam)
NF049709.1	PF24368.1	DUF7524	27	27	182	subfamily	Y	Y	N	DUF7524 family protein						28890	Methanobacteriota	phylum	868	EBI-EMBL	Family of unknown function (DUF7524)	DUF7524 family protein	This family includes a group of proteins from archaea. Members are predicted to be organised into two domains, an N-terminal with an all-beta configuration and a C-terminal with a mainly alpha-structure. (from Pfam)
NF049712.1	PF24371.1	DUF7527	27	27	237	domain	Y	Y	N	DUF7527 domain-containing protein						28890	Methanobacteriota	phylum	769	EBI-EMBL	Domain of unknown function (DUF7527)	Domain of unknown function (DUF7527)	This domain of unknown function is found at the C-terminal end of a group of archaeal proteins. It is predicted to adopt an alpha-beta structure. (from Pfam)
NF049949.1		tRNAsynTtuAPyrococ	450	450	292	equivalog	Y	Y	N	tRNA-5-methyluridine(54) 2-sulfurtransferase	ttuA		2.8.1.-	GO:0000049,GO:0002143,GO:0005524,GO:0016740	23444054,28655838	28890	Methanobacteriota	phylum	122	NCBIFAM		tRNA-5-methyluridine(54) 2-sulfurtransferase	
NF052590.1		ArlF	110	110	137	equivalog	Y	Y	N	archaellum stator protein ArlF	arlF	flaF		GO:0097589,GO:0097590	34912317	28890	Methanobacteriota	phylum	540	NCBIFAM		archaellum stator protein ArlF	
NF052591.1		ArlG	110	110	148	equivalog	Y	Y	N	archaellum stator protein ArlG	arlG	flaG		GO:0097589,GO:0097590	34912317	28890	Methanobacteriota	phylum	685	NCBIFAM		archaellum stator protein ArlG	
TIGR00130.1	TIGR00130	frhD	134.95	134.95	153	equivalog	Y	Y	N	coenzyme F420-reducing hydrogenase, FrhD protein	frhD			GO:0008233,GO:0036211	2207102	28890	Methanobacteriota	phylum	443	JCVI	coenzyme F420-reducing hydrogenase, FrhD protein	coenzyme F420-reducing hydrogenase, FrhD protein	FrhD is not part of the active FRH heterotrimer, but is probably a protease required for maturation. Alternative name: 8-hydroxy-5-deazaflavin (F420) reducing hydrogenase (FRH) subunit delta.
TIGR00161.1	TIGR00161	TIGR00161	199.25	199.25	239	hypoth_equivalog	Y	Y	N	proteasome assembly chaperone family protein						28890	Methanobacteriota	phylum	430	JCVI	TIGR00161 family protein	proteasome assembly chaperone family protein	This HMM represents one out of two closely related ortholgous sets of proteins that, so far, are found only in the Archaea. This ortholog set includes MJ0106 from Methanococcus jannaschii and AF1251 from Archaeoglobus fulgidus, but not MJ1210 or AF0525.
TIGR00267.1	TIGR00267	TIGR00267	156.95	156.95	171	hypoth_equivalog	Y	Y	N	TIGR00267 family protein						28890	Methanobacteriota	phylum	108	JCVI	TIGR00267 family protein	TIGR00267 family protein	This family of uncharacterized proteins shows a low level of similarity (possibly meaningful) to the predicted membrane protein YLR220W, which is involved in calcium homeostatis. It shows no similarity to any other characterized protein. This family is represented in three of the first four completed archaeal genomes, with two members in A. fulgidus.
TIGR00411.1	TIGR00411	redox_disulf_1	92.75	92.75	82	equivalog	Y	Y	N	MJ0307 family thioredoxin				GO:0009055,GO:0015035,GO:0045454	10828983,1587836	28890	Methanobacteriota	phylum	115	JCVI	redox-active disulfide protein 1	MJ0307 family thioredoxin	This protein is homologous to a family of proteins that includes thioredoxins, glutaredoxins, protein-disulfide isomerases, and others, some of which have several such domains. The sequence of this protein at the redox-active disufide site, CPYC, matches glutaredoxins rather than thioredoxins, although its overall sequence seems closer to thioredoxins. It is suggested to be a ribonucleotide-reducing system component distinct from thioredoxin or glutaredoxin, but the term "thioredoxin" is used by Lee, et al. (2000).
TIGR00454.1	TIGR00454	TIGR00454	174.7	174.7	183	hypoth_equivalog	Y	Y	N	TIGR00454 family protein						28890	Methanobacteriota	phylum	57	JCVI	TIGR00454 family protein	TIGR00454 family protein	At this time this gene appears to be present only in Archea
TIGR00734.1	TIGR00734	hisAF_rel	179.85	179.85	221	hypoth_equivalog	Y	Y	N	HisA/HisF family protein						28890	Methanobacteriota	phylum	284	JCVI	hisA/hisF family protein	HisA/HisF family protein	This HMM models a family of proteins found so far in three archaeal species: Methanobacterium thermoautotrophicum, Methanococcus jannaschii, and Archaeoglobus fulgidus. This protein is homologous to phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (HisA) and, with lower similarity, to the cyclase HisF, both of which are enzymes of histidine biosynthesis. Each species with this protein also encodes HisA. The function of this protein is unknown.
TIGR00736.1	TIGR00736	nifR3_rel_arch	218.7	218.7	231	hypoth_equivalog	Y	Y	N	MJ0144 family RNA dihydrouridine synthase-like protein					36551188	28890	Methanobacteriota	phylum	201	JCVI	putative TIM-barrel protein	MJ0144 family RNA dihydrouridine synthase-like protein	Members of this family show a distant relationship by PSI-BLAST to alpha/beta (TIM) barrel enzymes such as dihydroorotate dehydrogenase and glycolate oxidase. At least two closely related but well-separable families among the bacteria, the nifR3/yhdG family and the yjbN family, share a more distant relationship to this family of shorter, exclusively archaeal proteins.
TIGR01111.1	TIGR01111	mtrA	249.15	249.15	238	equivalog	Y	Y	N	tetrahydromethanopterin S-methyltransferase subunit A	mtrA		7.2.1.4	GO:0006814,GO:0016020,GO:0030269,GO:0050897	9559648	28890	Methanobacteriota	phylum	614	JCVI	tetrahydromethanopterin S-methyltransferase, subunit A	tetrahydromethanopterin S-methyltransferase subunit A	This model describes N5-methyltetrahydromethanopterin: coenzyme M methyltransferase subunit A in methanogenic archaea. This methyltranferase is a membrane-associated enzyme complex that uses methyl-transfer reaction to drive sodium-ion pump. Archaea have evolved energy-yielding pathways marked by one-carbon biochemistry featuring novel cofactors and enzymes. This transferase (encoded by subunit A) is involved in the transfer of 'methyl' group from N5-methyltetrahydromethanopterin to coenzyme M. In an accompanying reaction, methane is produced by two-electron reduction of methyl-coenzyme M by another enzyme, methyl-coenzyme M reductase.
TIGR01577.1	TIGR01577	oligosac_amyl	820.7	820.7	616	hypoth_equivalog	Y	N	N	oligosaccharide amylase					11549021	28890	Methanobacteriota	phylum	46	JCVI	oligosaccharide amylase	oligosaccharide amylase	The name of this type of amylase is based on the characterization of an glucoamylase family enzyme from Thermoactinomyces vulgaris. The T. vulgaris enzyme was expressed in E. coli and, like other glucoamylases, it releases beta-D-glucose from starch. However, unlike previously characterized glucoamylases, this T. vulgaris amylase hydrolyzes maltooligosaccharides (maltotetraose, maltose) more efficiently than starch (PMID: 11549021), indicating this enzyme belongs to a class of glucoamylase-type enzymes with oligosaccharide-metabolizing activity. [1]
TIGR01723.1	TIGR01723	hmd_TIGR	341.45	341.45	340	equivalog	Y	Y	N	5,10-methenyltetrahydromethanopterin hydrogenase	hmd		1.12.98.2	GO:0019386,GO:0047068		28890	Methanobacteriota	phylum	169	JCVI	5,10-methenyltetrahydromethanopterin hydrogenase	5,10-methenyltetrahydromethanopterin hydrogenase	This HMM represents a clade of authenticated coenzyme N(5),N(10)-methenyltetrahydromethanopterin reductases. This enzyme does not use F420. This enzyme acts in methanogenesis and as such is restricted to methanogenic archaeal species. This clade is one of two clades in Pfam HMM PF03201.
TIGR02045.1	TIGR02045	P_fruct_ADP	408.1	408.1	446	equivalog	Y	Y	N	ADP-specific phosphofructokinase	pfkC		2.7.1.146	GO:0005737,GO:0006000,GO:0006096,GO:0008443	11342216	28890	Methanobacteriota	phylum	266	JCVI	ADP-specific phosphofructokinase	ADP-specific phosphofructokinase	Phosphofructokinase is a key enzyme of glycolysis. The phosphate group donor for different subtypes of phosphofructokinase can be ATP, ADP, or pyrophosphate. This family consists of ADP-dependent phosphofructokinases. Members are more similar to ADP-dependent glucokinases (excluded from this family) than to other phosphofructokinases.
TIGR02700.1	TIGR02700	flavo_MJ0208	251.35	251.35	234	hypoth_equivalog	Y	Y	N	dihydromethanopterin reductase (acceptor)			1.5.99.15	GO:0016645,GO:0051539,GO:1901285	23995635	28890	Methanobacteriota	phylum	290	JCVI	archaeoflavoprotein, MJ0208 family	dihydromethanopterin reductase (acceptor)	This protein, an iron-sulfur flavoprotein found in archaea, is a dihydromethanopterin reductase that may rely on ferredoxin as an electron donor.
TIGR03277.1	TIGR03277	methan_mark_9	96.2	96.2	109	hypoth_equivalog_domain	Y	Y	N	methanogenesis marker 9 domain-containing protein						28890	Methanobacteriota	phylum	493	JCVI	putative methanogenesis marker domain 9	methanogenesis marker 9 domain-containing protein	A gene for a protein that contains a copy of this domain, to date, is found in a completed prokaryotic genome if and only if the species is one of the archaeal methanogens. The exact function is unknown, but likely is linked to methanogenesis or a process closely connected to it. A 69-amino acid core region of this 110-amino acid domain contains eight invariant Cys residues, including two copies of a motif [WFY]CCxxKPC. These motifs could be consistent with predicted metal-binding transcription factor as was suggested for the COG4008 family. Some members of this family have an additional N-terminal domain of about 250 amino acids from the nifR3 family of predicted TIM-barrel proteins.
TIGR03278.1	TIGR03278	methan_mark_10	350	350	404	equivalog	Y	Y	N	methyl coenzyme M reductase-arginine methyltransferase Mmp10	mmp10		2.1.1.-	GO:0015948,GO:0046500,GO:0051539,GO:1904047	22070167,31113866	28890	Methanobacteriota	phylum	564	JCVI	methanogenesis marker radical SAM protein	methyl coenzyme M reductase-arginine methyltransferase Mmp10	TIGR03278 protein belongs to the radical SAM family (see PF04055). Members of this family occur stricktly in and universally in methanogenic archaea. The family was named methanogenesis marker protein 10 based on this bioinformatics result. The protein typically is encoded near the gene for methyl coenzyme M reductase, whose product it modifies. The C-terminal region region contains an unusual form of cobalamin-binding domain. Mmp10 (methanogenesis marker protein 10) is a cobalamin-requiring radical SAM methyltransferase that creates the methylarginine modification to methyl coenzyme M reductase.
TIGR03283.1	TIGR03283	thy_syn_methano	174.55	174.55	201	equivalog	Y	Y	N	thymidylate synthase			2.1.1.45	GO:0004799,GO:0005737,GO:0009265	8143733	28890	Methanobacteriota	phylum	356	JCVI	thymidylate synthase, methanogen type	thymidylate synthase	Thymidylate synthase makes dTMP for DNA synthesis, and is among the most widely distributed of all enzymes. Members of this protein family are encoded within a completed genome sequence if and only if that species is one of the methanogenenic archaea. In these species, tetrahydromethanopterin replaces tetrahydrofolate. The member from Methanobacterium thermoautotrophicum was shown to behave as a thymidylate synthase based on similar side reactions (the exchange of a characteristic proton with water), although the full reaction was not reconstituted. Partial sequence data showed no similarity to known thymidylate synthases simply because the region sequenced was from a distinctive N-terminal region not found in other thymidylate synthases. Members of this protein family appear, therefore, to a novel, tetrahydromethanopterin-dependent thymidylate synthase.
TIGR03289.1	TIGR03289	frhB	331.5	331.5	275	equivalog	Y	Y	N	coenzyme F420 hydrogenase subunit beta	frhB		1.12.98.1	GO:0016151,GO:0050454,GO:0050660,GO:0051536	2207102	28890	Methanobacteriota	phylum	407	JCVI	coenzyme F420 hydrogenase, subunit beta	coenzyme F420 hydrogenase subunit beta	This model represents that clade of F420-dependent hydrogenases (FRH) beta subunits [1] found exclusively and universally in methanogenic archaea. The N- and C-terminal domains of this protein are modelled by PF04422 and PF04423 respectively.
TIGR03295.1	TIGR03295	frhA	392.5	392.5	412	equivalog	Y	Y	N	coenzyme F420 hydrogenase subunit alpha	frhA		1.12.98.1	GO:0016151,GO:0050454,GO:0050660,GO:0051536	2207102	28890	Methanobacteriota	phylum	438	JCVI	coenzyme F420 hydrogenase, subunit alpha	coenzyme F420 hydrogenase subunit alpha	This model represents that clade of F420-dependent hydrogenases (FRH) beta subunits [1] found exclusively and universally in methanogenic archaea. This protein is a member of the Nickel-dependent hydrogenase superfamily represented by Pfam model, PF00374.
TIGR03335.1	TIGR03335	F390_ftsA	458.7	458.7	445	equivalog	Y	Y	N	coenzyme F390 synthetase	ftsA				8550473	28890	Methanobacteriota	phylum	245	JCVI	coenzyme F390 synthetase	coenzyme F390 synthetase	This enzyme, characterized in Methanobacterium thermoautotrophicum and found in several other methanogens, modifies coenzyme F420 by ligation of AMP (or GMP) from ATP (or GTP). On F420, it activates an aromatic hydroxyl group, which is unusual chemistry for an adenylyltransferase. This enzyme name has been attached to numbers of uncharacterized genes likely to instead act as phenylacetate CoA ligase, based on proximity to predicted indolepyruvate ferredoxin oxidoreductase (1.2.7.8) genes. The enzyme acts during transient exposure of the organism to oxygen.
TIGR04140.1	TIGR04140	chp_AF_0576	45	45	66	subfamily	Y	Y	N	TIGR04140 family protein						28890	Methanobacteriota	phylum	105	JCVI	TIGR04140 family protein	TIGR04140 family protein	This model represents an uncharacterized small archaeal protein.
TIGR04146.1	TIGR04146	GGGPS_Afulg	320	320	221	equivalog	Y	Y	N	phosphoglycerol geranylgeranyltransferase			2.5.1.41	GO:0004659,GO:0046474		28890	Methanobacteriota	phylum	133	JCVI	phosphoglycerol geranylgeranyltransferase	phosphoglycerol geranylgeranyltransferase	This enzyme, known also as GGGP synthase and GGGPS, catalyzes the stereospecific first step in the biosynthesis of the characteristic membrane diether lipids of archaea. Interestingly, the closest homologs outside this family are not the functionally equivalent enzymes of other archaea, but rather functionally distinct bacterial enzymes.
TIGR04147.1	TIGR04147	GGGPS_Halobact	300	300	229	equivalog	Y	Y	N	phosphoglycerol geranylgeranyltransferase			2.5.1.41	GO:0047294	24684232	28890	Methanobacteriota	phylum	634	JCVI	phosphoglycerol geranylgeranyltransferase, putative	phosphoglycerol geranylgeranyltransferase	In most archaea, phosphoglycerol geranylgeranyltransferase (EC 2.5.1.41), also known as GGGP synthase and GGGPS, catalyzes the stereospecific first step in the biosynthesis of their characteristic membrane diether lipids. However, some groups of archaeal GGGPS homologs are more closely related to certain bacterial proteins than to each other. This family represents a GGGPS family found in the Halobacteria, now verified experimentally.
TIGR04182.1	TIGR04182	glyco_TIGR04182	325	325	293	equivalog	Y	Y	N	S-layer glycoprotein N-glycosyltransferase AglJ	aglJ		2.4.1.-	GO:0016757	20802039	28890	Methanobacteriota	phylum	992	JCVI	glycosyltransferase, TIGR04182 family	S-layer glycoprotein N-glycosyltransferase AglJ	Members of this family are glycosyltransferases restricted to the archaea. All but two members are from species with the PGF-CTERM/archaeosortase A system, a proposed maturation system for exported, glycosylated proteins as are found often in S-layers.
TIGR04279.1	TIGR04279	TIGR04279	35	35	316	domain	Y	Y	N	TIGR04279 domain-containing protein						28890	Methanobacteriota	phylum	181	JCVI	TIGR04279 domain	TIGR04279 domain	This domain, with length just over 300 amino acids, occurs in predicted extracellular proteins in a number of methanogens, in one to three proteins per genome. The aromatic residue tyrosine, comprising about five percent of the amino acid composition, is overrepresented among the most highly conserved columns of the multiple sequence alignment. The three members of this family in Methanosarcina barkeri occur all within a six-gene region.
