Protein	Contig	Genome	Protein Classification	Protein Viral Origin Confidence	Function	KEGG KO	KEGG KO Name	FOAM ID	FOAM Annotation	Pfam Accession	Pfam Name	CAZy Family	CAZy Activities	METABOLIC db ID	METABOLIC Annotation	CAMPER ID	CAMPER Annotation	PHROG Number	PHROG Annotation	Best Scoring HMM	Best Scoring HMM Annotation	Best Scoring HMM Origin
vRhyme_unbinned_26__MGr3G3H3I_000000077400_5	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400	unclassified	medium	Type VI secretion system/phage-baseplate injector OB domain					PF04717.19	Type VI secretion system/phage-baseplate injector OB domain									PF04717.19	Type VI secretion system/phage-baseplate injector OB domain	Pfam
vRhyme_unbinned_26__MGr3G3H3I_000000077400_6	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400	unclassified	medium																		KEGG
vRhyme_unbinned_26__MGr3G3H3I_000000077400_7	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400	unclassified	medium	W; Bacteriophage baseplate protein W	K06903	W; Bacteriophage baseplate protein W			PF04965.20	Baseplate wedge protein gp25							phrog_43	baseplate wedge subunit	K06903	W; Bacteriophage baseplate protein W	KEGG
vRhyme_unbinned_26__MGr3G3H3I_000000077400_8	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400	unclassified	medium	baseplate wedge subunit													phrog_219	baseplate wedge subunit	phrog_219	baseplate wedge subunit	PHROG
vRhyme_unbinned_26__MGr3G3H3I_000000077400_9	vRhyme_unbinned_26__MGr3G3H3I_000000077400	vRhyme_unbinned_26__MGr3G3H3I_000000077400	unclassified	medium	baseplate wedge subunit					PF04865.20	Baseplate J-like protein barrel domain							phrog_6	baseplate wedge subunit	phrog_6	baseplate wedge subunit	PHROG
vRhyme_unbinned_27__MGr3G3H3I_000000077811_1	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium																		KEGG
vRhyme_unbinned_27__MGr3G3H3I_000000077811_10	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium	Domain of unknown function (DUF2019)					PF09450.17	Domain of unknown function (DUF2019)									PF09450.17	Domain of unknown function (DUF2019)	Pfam
vRhyme_unbinned_27__MGr3G3H3I_000000077811_11	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium																		KEGG
vRhyme_unbinned_27__MGr3G3H3I_000000077811_12	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium	tail completion or Neck1 protein					PF05069.19	Phage virion morphogenesis family							phrog_5	tail completion or Neck1 protein	phrog_5	tail completion or Neck1 protein	PHROG
vRhyme_unbinned_27__MGr3G3H3I_000000077811_13	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium	T6SS, Phospholipase effector Tle1-like, catalytic domain					PF09994.15	T6SS, Phospholipase effector Tle1-like, catalytic domain									PF09994.15	T6SS, Phospholipase effector Tle1-like, catalytic domain	Pfam
vRhyme_unbinned_27__MGr3G3H3I_000000077811_15	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium																		KEGG
vRhyme_unbinned_27__MGr3G3H3I_000000077811_16	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium	Domain of unknown function (DUF4262)					PF14081.12	Domain of unknown function (DUF4262)							phrog_17488	""	PF14081.12	Domain of unknown function (DUF4262)	Pfam
vRhyme_unbinned_27__MGr3G3H3I_000000077811_17	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium	acetyltransferase			HMMsoil19611	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	PF13508.14	Acetyltransferase (GNAT) domain							phrog_1758	acetyltransferase	phrog_1758	acetyltransferase	PHROG
vRhyme_unbinned_27__MGr3G3H3I_000000077811_18	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium	Antitoxin TacA 1-like					PF08681.19	Antitoxin TacA 1-like							phrog_10531	""	PF08681.19	Antitoxin TacA 1-like	Pfam
vRhyme_unbinned_27__MGr3G3H3I_000000077811_19	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium																		KEGG
vRhyme_unbinned_27__MGr3G3H3I_000000077811_2	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium	""													phrog_8234	""	phrog_8234	""	PHROG
vRhyme_unbinned_27__MGr3G3H3I_000000077811_20	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium																		KEGG
vRhyme_unbinned_27__MGr3G3H3I_000000077811_21	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium																		KEGG
vRhyme_unbinned_27__MGr3G3H3I_000000077811_22	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium																		KEGG
vRhyme_unbinned_27__MGr3G3H3I_000000077811_23	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium	Domain of unknown function (DUF2019)					PF09450.17	Domain of unknown function (DUF2019)									PF09450.17	Domain of unknown function (DUF2019)	Pfam
vRhyme_unbinned_27__MGr3G3H3I_000000077811_3	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium	""													phrog_8150	""	phrog_8150	""	PHROG
vRhyme_unbinned_27__MGr3G3H3I_000000077811_5	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium																		KEGG
vRhyme_unbinned_27__MGr3G3H3I_000000077811_8	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium																		KEGG
vRhyme_unbinned_27__MGr3G3H3I_000000077811_9	vRhyme_unbinned_27__MGr3G3H3I_000000077811	vRhyme_unbinned_27__MGr3G3H3I_000000077811	unclassified	medium																		KEGG
vRhyme_unbinned_29__MGr3G3H3I_000000101571_1	vRhyme_unbinned_29__MGr3G3H3I_000000101571	vRhyme_unbinned_29__MGr3G3H3I_000000101571	unclassified	medium	DyP dimeric alpha+beta barrel domain					PF21105.4	DyP dimeric alpha+beta barrel domain									PF21105.4	DyP dimeric alpha+beta barrel domain	Pfam
vRhyme_unbinned_29__MGr3G3H3I_000000101571_2	vRhyme_unbinned_29__MGr3G3H3I_000000101571	vRhyme_unbinned_29__MGr3G3H3I_000000101571	unclassified	medium	peptidase					PF00112.30	Papain family cysteine protease							phrog_16701	peptidase	phrog_16701	peptidase	PHROG
vRhyme_unbinned_29__MGr3G3H3I_000000101571_3	vRhyme_unbinned_29__MGr3G3H3I_000000101571	vRhyme_unbinned_29__MGr3G3H3I_000000101571	unclassified	medium																		KEGG
vRhyme_unbinned_29__MGr3G3H3I_000000101571_6	vRhyme_unbinned_29__MGr3G3H3I_000000101571	vRhyme_unbinned_29__MGr3G3H3I_000000101571	unclassified	medium	E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	K01950	E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	HMMsoil17393	aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]	PF02540.24	NAD synthase							phrog_36784	NAD synthetase	K01950	E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	KEGG
vRhyme_unbinned_29__MGr3G3H3I_000000101571_9	vRhyme_unbinned_29__MGr3G3H3I_000000101571	vRhyme_unbinned_29__MGr3G3H3I_000000101571	unclassified	medium																		KEGG
vRhyme_unbinned_2__MGr3G3H3I_000000004931_19	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931	unclassified	medium	yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	K07319	yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]			PF01555.25	DNA methylase							phrog_67	DNA methyltransferase	K07319	yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	KEGG
vRhyme_unbinned_2__MGr3G3H3I_000000004931_20	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931	unclassified	medium	Putative transposon-encoded protein (DUF2080)					PF09853.15	Putative transposon-encoded protein (DUF2080)									PF09853.15	Putative transposon-encoded protein (DUF2080)	Pfam
vRhyme_unbinned_2__MGr3G3H3I_000000004931_22	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931	unclassified	medium																		KEGG
vRhyme_unbinned_2__MGr3G3H3I_000000004931_23	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931	unclassified	medium																		KEGG
vRhyme_unbinned_2__MGr3G3H3I_000000004931_24	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931	unclassified	medium																		KEGG
vRhyme_unbinned_2__MGr3G3H3I_000000004931_26	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931	unclassified	medium	pstS; phosphate transport system substrate-binding protein	K02040	pstS; phosphate transport system substrate-binding protein													K02040	pstS; phosphate transport system substrate-binding protein	KEGG
vRhyme_unbinned_2__MGr3G3H3I_000000004931_27	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931	unclassified	medium																		KEGG
vRhyme_unbinned_2__MGr3G3H3I_000000004931_28	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931	unclassified	medium																		KEGG
vRhyme_unbinned_2__MGr3G3H3I_000000004931_29	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931	unclassified	medium																		KEGG
vRhyme_unbinned_2__MGr3G3H3I_000000004931_30	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931	unclassified	medium																		KEGG
vRhyme_unbinned_2__MGr3G3H3I_000000004931_31	vRhyme_unbinned_2__MGr3G3H3I_000000004931	vRhyme_unbinned_2__MGr3G3H3I_000000004931	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_10	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_11	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_12	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_13	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_14	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_15	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_16	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_17	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_18	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_19	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_20	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_21	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_22	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_27	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_28	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_3	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium	integrase	K14059	int; integrase			PF00589.28	Phage integrase family							phrog_1	integrase	phrog_1	integrase	PHROG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_4	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_5	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_6	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_7	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium	""					PF13481.13	AAA domain							phrog_2850	""	phrog_2850	""	PHROG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_8	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_31__MGr3G3H3I_000000103998_9	vRhyme_unbinned_31__MGr3G3H3I_000000103998	vRhyme_unbinned_31__MGr3G3H3I_000000103998	unclassified	medium																		KEGG
vRhyme_unbinned_32__MGr3G3H3I_000000112980_4	vRhyme_unbinned_32__MGr3G3H3I_000000112980	vRhyme_unbinned_32__MGr3G3H3I_000000112980	unclassified	medium	res; type III restriction enzyme [EC:3.1.21.5]	K01156	res; type III restriction enzyme [EC:3.1.21.5]			PF04851.22	Type III restriction enzyme, res subunit							phrog_32711	""	K01156	res; type III restriction enzyme [EC:3.1.21.5]	KEGG
vRhyme_unbinned_32__MGr3G3H3I_000000112980_5	vRhyme_unbinned_32__MGr3G3H3I_000000112980	vRhyme_unbinned_32__MGr3G3H3I_000000112980	unclassified	medium	mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	K07316	mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]			PF01555.25	DNA methylase							phrog_67	DNA methyltransferase	K07316	mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	KEGG
vRhyme_unbinned_32__MGr3G3H3I_000000112980_6	vRhyme_unbinned_32__MGr3G3H3I_000000112980	vRhyme_unbinned_32__MGr3G3H3I_000000112980	unclassified	medium	ybjD; putative ATP-dependent endonuclease of the OLD family	K07459	ybjD; putative ATP-dependent endonuclease of the OLD family			PF13175.13	AAA ATPase domain							phrog_4747	""	K07459	ybjD; putative ATP-dependent endonuclease of the OLD family	KEGG
vRhyme_unbinned_32__MGr3G3H3I_000000112980_7	vRhyme_unbinned_32__MGr3G3H3I_000000112980	vRhyme_unbinned_32__MGr3G3H3I_000000112980	unclassified	medium	""	K03657	uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]			PF00580.28	UvrD/REP helicase N-terminal domain							phrog_25205	""	phrog_25205	""	PHROG
vRhyme_unbinned_33__MGr3G3H3I_000000117414_1	vRhyme_unbinned_33__MGr3G3H3I_000000117414	vRhyme_unbinned_33__MGr3G3H3I_000000117414	unclassified	medium																		KEGG
vRhyme_unbinned_33__MGr3G3H3I_000000117414_2	vRhyme_unbinned_33__MGr3G3H3I_000000117414	vRhyme_unbinned_33__MGr3G3H3I_000000117414	unclassified	medium	integrase	K14059	int; integrase			PF00589.28	Phage integrase family							phrog_1	integrase	phrog_1	integrase	PHROG
vRhyme_unbinned_33__MGr3G3H3I_000000117414_3	vRhyme_unbinned_33__MGr3G3H3I_000000117414	vRhyme_unbinned_33__MGr3G3H3I_000000117414	unclassified	medium																		KEGG
vRhyme_unbinned_33__MGr3G3H3I_000000117414_4	vRhyme_unbinned_33__MGr3G3H3I_000000117414	vRhyme_unbinned_33__MGr3G3H3I_000000117414	unclassified	medium																		KEGG
vRhyme_unbinned_33__MGr3G3H3I_000000117414_5	vRhyme_unbinned_33__MGr3G3H3I_000000117414	vRhyme_unbinned_33__MGr3G3H3I_000000117414	unclassified	medium	Winged helix-turn-helix DNA-binding					PF13412.13	Winged helix-turn-helix DNA-binding									PF13412.13	Winged helix-turn-helix DNA-binding	Pfam
vRhyme_unbinned_35__MGr3G3H3I_000000124827_1	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_10	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_11	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_12	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_13	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_14	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_15	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_16	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium	minor head protein					PF09018.17	P3 major capsid protein N-terminal							phrog_5863	minor head protein	phrog_5863	minor head protein	PHROG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_17	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_18	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_19	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium	terminase large subunit													phrog_2666	terminase large subunit	phrog_2666	terminase large subunit	PHROG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_2	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_20	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_21	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_22	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_23	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_24	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium	lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity  (EC 3.2.1.-)			HMMsoil57449	amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	PF01832.26	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	GH73	lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity  (EC 3.2.1.-)							GH73	lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity  (EC 3.2.1.-)	dbCAN
vRhyme_unbinned_35__MGr3G3H3I_000000124827_25	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium	""					PF24729.3	Acb2/Tad1, hairpin domain							phrog_1454	""	phrog_1454	""	PHROG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_26	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_27	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
vRhyme_unbinned_35__MGr3G3H3I_000000124827_28	vRhyme_unbinned_35__MGr3G3H3I_000000124827	vRhyme_unbinned_35__MGr3G3H3I_000000124827	unclassified	medium																		KEGG
