Protein	Contig	Genome	Protein Classification	Protein Viral Origin Confidence	Protein in Strict Viral Region	Function	KEGG KO	KEGG KO Name	FOAM ID	FOAM Annotation	Pfam Accession	Pfam Name	CAZy Family	CAZy Activities	METABOLIC db ID	METABOLIC Annotation	CAMPER ID	CAMPER Annotation	PHROG Number	PHROG Annotation	Best Scoring HMM	Best Scoring HMM Annotation	Best Scoring HMM Origin
vRhyme_unbinned_53__MGr3G3H3I_000000162938_5	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified	medium	true																		
vRhyme_unbinned_53__MGr3G3H3I_000000162938_8	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified	medium	true																		
vRhyme_unbinned_53__MGr3G3H3I_000000162938_9	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	unclassified	medium	true																		
vRhyme_unbinned_54__MGr3G3H3I_000000165910_1	vRhyme_unbinned_54__MGr3G3H3I_000000165910	vRhyme_unbinned_54__MGr3G3H3I_000000165910	unclassified	medium	true	transposase													phrog_310	transposase	phrog_310	transposase	PHROG
vRhyme_unbinned_55__MGr3G3H3I_000000165953_3	vRhyme_unbinned_55__MGr3G3H3I_000000165953	vRhyme_unbinned_55__MGr3G3H3I_000000165953	unclassified	medium	true	K26901; Mesyanzhinovviridae DNA helicase	K26901	K26901; Mesyanzhinovviridae DNA helicase	HMMsoil69886	E2.7.11.1; non-specific serine/threonine protein kinase [EC:2.7.11.1]	PF00176.30	SNF2-related domain									K26901	K26901; Mesyanzhinovviridae DNA helicase	KEGG
vRhyme_unbinned_55__MGr3G3H3I_000000165953_4	vRhyme_unbinned_55__MGr3G3H3I_000000165953	vRhyme_unbinned_55__MGr3G3H3I_000000165953	unclassified	medium	true																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_1	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	false																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_10	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_11	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_12	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_13	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_14	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_15	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_17	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_18	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_2	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	false																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_3	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_4	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_5	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true	""					PF03237.22	Terminase large subunit, T4likevirus-type, N-terminal							phrog_31467	""	phrog_31467	""	PHROG
vRhyme_unbinned_58__MGr3G3H3I_000000175243_6	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_7	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_8	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true																		
vRhyme_unbinned_58__MGr3G3H3I_000000175243_9	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	unclassified	medium	true																		
vRhyme_unbinned_60__MGr3G3H3I_000000180455_10	vRhyme_unbinned_60__MGr3G3H3I_000000180455	vRhyme_unbinned_60__MGr3G3H3I_000000180455	unclassified	medium	true																		
vRhyme_unbinned_60__MGr3G3H3I_000000180455_19	vRhyme_unbinned_60__MGr3G3H3I_000000180455	vRhyme_unbinned_60__MGr3G3H3I_000000180455	unclassified	medium	true																		
vRhyme_unbinned_60__MGr3G3H3I_000000180455_5	vRhyme_unbinned_60__MGr3G3H3I_000000180455	vRhyme_unbinned_60__MGr3G3H3I_000000180455	unclassified	medium	true																		
vRhyme_unbinned_60__MGr3G3H3I_000000180455_7	vRhyme_unbinned_60__MGr3G3H3I_000000180455	vRhyme_unbinned_60__MGr3G3H3I_000000180455	unclassified	medium	true																		
vRhyme_unbinned_63__MGr3G3H3I_000000188717_21	vRhyme_unbinned_63__MGr3G3H3I_000000188717	vRhyme_unbinned_63__MGr3G3H3I_000000188717	unclassified	medium	false																		
vRhyme_unbinned_63__MGr3G3H3I_000000188717_22	vRhyme_unbinned_63__MGr3G3H3I_000000188717	vRhyme_unbinned_63__MGr3G3H3I_000000188717	unclassified	medium	false																		
vRhyme_unbinned_63__MGr3G3H3I_000000188717_23	vRhyme_unbinned_63__MGr3G3H3I_000000188717	vRhyme_unbinned_63__MGr3G3H3I_000000188717	unclassified	medium	false																		
vRhyme_unbinned_63__MGr3G3H3I_000000188717_24	vRhyme_unbinned_63__MGr3G3H3I_000000188717	vRhyme_unbinned_63__MGr3G3H3I_000000188717	unclassified	medium	false																		
vRhyme_unbinned_63__MGr3G3H3I_000000188717_3	vRhyme_unbinned_63__MGr3G3H3I_000000188717	vRhyme_unbinned_63__MGr3G3H3I_000000188717	unclassified	medium	false	virion structural protein													phrog_1731	virion structural protein	phrog_1731	virion structural protein	PHROG
vRhyme_unbinned_65__MGr3G3H3I_000000190758_1	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	unclassified	medium	false																		
vRhyme_unbinned_65__MGr3G3H3I_000000190758_10	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	unclassified	medium	false																		
vRhyme_unbinned_65__MGr3G3H3I_000000190758_11	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	unclassified	medium	false																		
vRhyme_unbinned_65__MGr3G3H3I_000000190758_12	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	unclassified	medium	false																		
vRhyme_unbinned_65__MGr3G3H3I_000000190758_13	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	unclassified	medium	false																		
vRhyme_unbinned_65__MGr3G3H3I_000000190758_14	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	unclassified	medium	false																		
vRhyme_unbinned_65__MGr3G3H3I_000000190758_2	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	unclassified	medium	false																		
vRhyme_unbinned_65__MGr3G3H3I_000000190758_3	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	unclassified	medium	false																		
vRhyme_unbinned_65__MGr3G3H3I_000000190758_4	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	unclassified	medium	false																		
vRhyme_unbinned_65__MGr3G3H3I_000000190758_5	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	unclassified	medium	false	meT1; MMP 1-O-methyltransferase [EC:2.1.1.365]	K24288	meT1; MMP 1-O-methyltransferase [EC:2.1.1.365]			PF13578.13	Methyltransferase domain									K24288	meT1; MMP 1-O-methyltransferase [EC:2.1.1.365]	KEGG
vRhyme_unbinned_65__MGr3G3H3I_000000190758_6	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	unclassified	medium	false																		
vRhyme_unbinned_65__MGr3G3H3I_000000190758_7	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	unclassified	medium	false																		
vRhyme_unbinned_65__MGr3G3H3I_000000190758_8	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	unclassified	medium	false																		
vRhyme_unbinned_65__MGr3G3H3I_000000190758_9	vRhyme_unbinned_65__MGr3G3H3I_000000190758	vRhyme_unbinned_65__MGr3G3H3I_000000190758	unclassified	medium	false																		
vRhyme_unbinned_67__MGr3G3H3I_000000195259_1	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	unclassified	medium	false																		
vRhyme_unbinned_67__MGr3G3H3I_000000195259_16	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	unclassified	medium	true																		
vRhyme_unbinned_67__MGr3G3H3I_000000195259_2	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	unclassified	medium	false																		
vRhyme_unbinned_67__MGr3G3H3I_000000195259_20	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	unclassified	medium	false																		
vRhyme_unbinned_67__MGr3G3H3I_000000195259_3	vRhyme_unbinned_67__MGr3G3H3I_000000195259	vRhyme_unbinned_67__MGr3G3H3I_000000195259	unclassified	medium	true																		
vRhyme_unbinned_68__MGr3G3H3I_000000196642_1	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	unclassified	medium	false																		
vRhyme_unbinned_68__MGr3G3H3I_000000196642_2	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	unclassified	medium	false																		
vRhyme_unbinned_68__MGr3G3H3I_000000196642_3	vRhyme_unbinned_68__MGr3G3H3I_000000196642	vRhyme_unbinned_68__MGr3G3H3I_000000196642	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_1	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_11	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_12	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_18	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_19	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_2	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_20	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_21	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_22	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_26	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_27	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_28	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true	pyrophosphatase													phrog_3301	pyrophosphatase	phrog_3301	pyrophosphatase	PHROG
vRhyme_unbinned_6__MGr3G3H3I_000000012933_29	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_3	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_30	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_31	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_32	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_33	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_37	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_38	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_39	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_4	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_40	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_41	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_42	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_43	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_44	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_5	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_7	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	false																		
vRhyme_unbinned_6__MGr3G3H3I_000000012933_9	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	unclassified	medium	true																		
vRhyme_unbinned_72__MGr3G3H3I_000000211191_22	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	unclassified	medium	true	integrase													phrog_1	integrase	phrog_1	integrase	PHROG
vRhyme_unbinned_72__MGr3G3H3I_000000211191_23	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	unclassified	medium	false																		
vRhyme_unbinned_72__MGr3G3H3I_000000211191_24	vRhyme_unbinned_72__MGr3G3H3I_000000211191	vRhyme_unbinned_72__MGr3G3H3I_000000211191	unclassified	medium	false																		
vRhyme_unbinned_74__MGr3G3H3I_000000216859_1	vRhyme_unbinned_74__MGr3G3H3I_000000216859	vRhyme_unbinned_74__MGr3G3H3I_000000216859	unclassified	medium	false																		
vRhyme_unbinned_74__MGr3G3H3I_000000216859_14	vRhyme_unbinned_74__MGr3G3H3I_000000216859	vRhyme_unbinned_74__MGr3G3H3I_000000216859	unclassified	medium	true																		
vRhyme_unbinned_74__MGr3G3H3I_000000216859_15	vRhyme_unbinned_74__MGr3G3H3I_000000216859	vRhyme_unbinned_74__MGr3G3H3I_000000216859	unclassified	medium	true																		
vRhyme_unbinned_74__MGr3G3H3I_000000216859_16	vRhyme_unbinned_74__MGr3G3H3I_000000216859	vRhyme_unbinned_74__MGr3G3H3I_000000216859	unclassified	medium	true																		
vRhyme_unbinned_74__MGr3G3H3I_000000216859_17	vRhyme_unbinned_74__MGr3G3H3I_000000216859	vRhyme_unbinned_74__MGr3G3H3I_000000216859	unclassified	medium	true																		
vRhyme_unbinned_74__MGr3G3H3I_000000216859_2	vRhyme_unbinned_74__MGr3G3H3I_000000216859	vRhyme_unbinned_74__MGr3G3H3I_000000216859	unclassified	medium	false																		
vRhyme_unbinned_74__MGr3G3H3I_000000216859_22	vRhyme_unbinned_74__MGr3G3H3I_000000216859	vRhyme_unbinned_74__MGr3G3H3I_000000216859	unclassified	medium	true	""					PF07505.18	Protein of unknown function (DUF5131)							phrog_2045	""	phrog_2045	""	PHROG
vRhyme_unbinned_74__MGr3G3H3I_000000216859_26	vRhyme_unbinned_74__MGr3G3H3I_000000216859	vRhyme_unbinned_74__MGr3G3H3I_000000216859	unclassified	medium	false																		
vRhyme_unbinned_74__MGr3G3H3I_000000216859_27	vRhyme_unbinned_74__MGr3G3H3I_000000216859	vRhyme_unbinned_74__MGr3G3H3I_000000216859	unclassified	medium	false																		
vRhyme_unbinned_74__MGr3G3H3I_000000216859_3	vRhyme_unbinned_74__MGr3G3H3I_000000216859	vRhyme_unbinned_74__MGr3G3H3I_000000216859	unclassified	medium	false																		
vRhyme_unbinned_74__MGr3G3H3I_000000216859_4	vRhyme_unbinned_74__MGr3G3H3I_000000216859	vRhyme_unbinned_74__MGr3G3H3I_000000216859	unclassified	medium	false																		
vRhyme_unbinned_74__MGr3G3H3I_000000216859_5	vRhyme_unbinned_74__MGr3G3H3I_000000216859	vRhyme_unbinned_74__MGr3G3H3I_000000216859	unclassified	medium	false																		
vRhyme_unbinned_74__MGr3G3H3I_000000216859_6	vRhyme_unbinned_74__MGr3G3H3I_000000216859	vRhyme_unbinned_74__MGr3G3H3I_000000216859	unclassified	medium	false																		
vRhyme_unbinned_74__MGr3G3H3I_000000216859_7	vRhyme_unbinned_74__MGr3G3H3I_000000216859	vRhyme_unbinned_74__MGr3G3H3I_000000216859	unclassified	medium	false																		
vRhyme_unbinned_75__MGr3G3H3I_000000218818_2	vRhyme_unbinned_75__MGr3G3H3I_000000218818	vRhyme_unbinned_75__MGr3G3H3I_000000218818	unclassified	medium	false	endonuclease VII	K27287	K27287; Autographiviridae endonuclease VII			PF02945.22	Recombination endonuclease VII							phrog_2633	endonuclease VII	phrog_2633	endonuclease VII	PHROG
vRhyme_unbinned_75__MGr3G3H3I_000000218818_3	vRhyme_unbinned_75__MGr3G3H3I_000000218818	vRhyme_unbinned_75__MGr3G3H3I_000000218818	unclassified	medium	false																		
vRhyme_unbinned_75__MGr3G3H3I_000000218818_4	vRhyme_unbinned_75__MGr3G3H3I_000000218818	vRhyme_unbinned_75__MGr3G3H3I_000000218818	unclassified	medium	false	""													phrog_15526	""	phrog_15526	""	PHROG
vRhyme_unbinned_75__MGr3G3H3I_000000218818_5	vRhyme_unbinned_75__MGr3G3H3I_000000218818	vRhyme_unbinned_75__MGr3G3H3I_000000218818	unclassified	medium	false																		
vRhyme_unbinned_75__MGr3G3H3I_000000218818_6	vRhyme_unbinned_75__MGr3G3H3I_000000218818	vRhyme_unbinned_75__MGr3G3H3I_000000218818	unclassified	medium	false																		
vRhyme_unbinned_75__MGr3G3H3I_000000218818_7	vRhyme_unbinned_75__MGr3G3H3I_000000218818	vRhyme_unbinned_75__MGr3G3H3I_000000218818	unclassified	medium	false																		
vRhyme_unbinned_77__MGr3G3H3I_000000224979_1	vRhyme_unbinned_77__MGr3G3H3I_000000224979	vRhyme_unbinned_77__MGr3G3H3I_000000224979	unclassified	medium	false																		
vRhyme_unbinned_78__MGr3G3H3I_000000231783_2	vRhyme_unbinned_78__MGr3G3H3I_000000231783	vRhyme_unbinned_78__MGr3G3H3I_000000231783	unclassified	medium	true																		
vRhyme_unbinned_7__MGr3G3H3I_000000013374_1	vRhyme_unbinned_7__MGr3G3H3I_000000013374	vRhyme_unbinned_7__MGr3G3H3I_000000013374	unclassified	medium	false																		
vRhyme_unbinned_7__MGr3G3H3I_000000013374_10	vRhyme_unbinned_7__MGr3G3H3I_000000013374	vRhyme_unbinned_7__MGr3G3H3I_000000013374	unclassified	medium	false																		
